score,title,likereview,dislikereview,country,rometype,intimelong,people,inrometime,reviewtime,help_vote,unhelp_vote
1.0,BLOOD STAINED TOWELS. THIS HOTEL IS DIRTY. ROOMS WITH NO WINDOWS. YOU HAVE BEEN WARNED!,Breakfast was good. There was a wide selection of food.,"My husband found dried blood on his towel when he was using it after his shower. I immediately checked the second towel and found there to be make up on the towel. Although the towels were folded and looked clean they had not been washed. I immediately took both towels to Reception and spoke to the Manager on Duty, Mr Dario who tried to argue that the towels were in fact clean. He said he would email the company they used for their laundry and start an investigation and email me with an update. This was a month ago and still today I have not heard from him. The Management had no interest in addressing the issue.There was also dried urine on the inside of the toilet seat. THIS HOTEL IS DIRTY which would be bad enough at any time but shocking during a pandemic. Our room was also windowless. How could Booking.com rate a Hotel that sells rooms without windows and does not inform the guest on their site, as a four star hotel?",Ireland,Superior Double Room,1 night ·,Couple,December 2021,7 January 2022,,
10,"right by the tube, friendly staff and an all round good stay!","the service, cleanliness and comfort",nothing,United Kingdom,Superior Double Room,1 night ·,Couple,December 2021,2 January 2022,,
5.0,decent,location,cleanliness and room,United Kingdom,Superior Double Room,2 nights ·,Solo traveller,December 2021,30 December 2021,,
5.0,Passable,,smell,United Kingdom,Superior Double Room,2 nights ·,Solo traveller,December 2021,28 December 2021,,
10,I loved it,Staff so friendly and helpful at the reception and restaurant.,Lift too slow Reception lounge too small,United Kingdom,Club Twin Room,3 nights ·,Family,December 2021,28 December 2021,,
3.0,Poor,,The foodThe bathroom was dirtyThe view of the room,United Kingdom,Club Double Room,1 night ·,Solo traveller,November 2021,28 December 2021,,
6.0,very disappointing,good and friendly reception staff,"housekeeping were bad,stairs and hallways need new carpet and wallpaper (whole hotel needs a refurb),very small rooms and a deluxe double room was 2 single beds pushed together and very uncomfortable ...NOT A DOUBLE BED",United Kingdom,Deluxe Double Room,3 nights ·,Couple,December 2021,23 December 2021,,
10,Exceptional,"the room was really spacious and clean. It was out anniversary and they set up towel swans, rose petals, balloons and chocolates with a card on the bed which was a lovely and personal touch. The breakfast was great and everything tasted like good produce, however there could be a little bit more variety, for example hash browns and different pastries. The staff were really helpful and friendly, overall it was a lovely stay.",Nothing,United Kingdom,Superior Double Room,1 night ·,Couple,November 2021,23 December 2021,,
5.0,Passable,,Bathroom needed attention and was dirty,United Kingdom,Superior Double Room,2 nights ·,Couple,December 2021,22 December 2021,,
6.0,would recommend hotel &amp; staff but not room in basement,Spacious &amp; comfy,No ventilation as were in basement so felt uncomfortable especially with covid &amp; not being able to open windows,United Kingdom,Deluxe Double Room,2 nights ·,Family,December 2021,21 December 2021,,
10,An amazing weekend away with my boyfriend.,"We loved how quickly the staff dealt with our situation of the electrics not working in our room. The room we was originally in was perfect apart from the electrics but we was quickly moved to a bigger and better room !! The rooms were perfect and so clean, beds were so so comfortable. Me and my boyfriend were so impressed it made our romantic Christmas weekend away even better !! Thank you to all the staff that helped us with our situation, we will definitely be stopping again !","The only problem I can think of is how the rooms are not really sound proof. We was in a room at the front of the hotel and you could hear quite abit of noise outside which didn’t really bother us until there was a man who I think lives in the flats opposite the hotel who was shouting racist things in the middle of the road, screaming, especially to Asian people walking past. Again this is nothing to do with the hotel but I would suggest maybe involving police if it happens again. Apart from that nothing was wrong with the hotel or staff everything was perfect.",United Kingdom,Deluxe Double Room,3 nights ·,Couple,December 2021,21 December 2021,,
5.0,Would not stay again,The bed was comfy,It was dark no windows and smelled of damp,United Kingdom,Superior Double Room,1 night ·,Group,November 2021,13 December 2021,,
5.0,enjoyable but the view was disappointing,clean easy access,we was put in the basement and had no view except a brick wall and the window was very old and rigidity and drafty,United Kingdom,Deluxe Double Room,2 nights ·,Couple,December 2021,13 December 2021,,
6.0,"good location, nice staff but a bit noisy",lovely staff and comfortable room.,location although good was very noisy and the road the hotel is on it isn’t great. Loud shouting in the night outside the hotel which kept me awake.,United Kingdom,Superior Double Room,1 night ·,Family,December 2021,12 December 2021,,
4.0,underwhelming coupled with average customer service particularly at breakfast,location and gym,unclean rooms needs modernising poor breakfast undercooked bacon,United Kingdom,Superior Double Room,1 night ·,Couple,November 2021,12 December 2021,,
3.0,"I would never return here,  if it wasn’t for the location I would have asked for all my money back",,We found  the staff really impolite and unhelpful I almost wanted to check out early because of this. The hotel room was also absolutely tiny and misleading from the description online. We were also promised we’d receive our deposit back but we never did. I would seriously never return,Ireland,Superior Double Room,2 nights ·,Couple,December 2021,10 December 2021,,
10,Excellent stay at the Park Grand Kensington,"Comfortable, clean room, plenty of space and lovely decor. Breakfast was excellent and staff very pleasant.",Nothing,United Kingdom,Superior Double Room,1 night ·,Couple,December 2021,9 December 2021,,
5.0,not four star,location,outlook from room and price when booked ahead - much cheaper on wowcher deal,United Kingdom,Superior Double Room,2 nights ·,Couple,December 2021,6 December 2021,,
4.0,dissatisfied and disappointed will not stay again,The reception was beautiful staff had excellent customer service and very helpful,The cleanliness of the hotel room I had stayed in was very poor I found dead fly on my pillow and more in the bathroom I’m concerned where they will be coming from as this room had no window. had no service whilst I was staying there. The room was extremely dusty and had a horrible smell to it .,United Kingdom,Deluxe Double Room,1 night ·,Family,November 2021,27 November 2021,,
10,The staff were excellent and so lovely,"Clean and comfortable, the best hotel for customer service",,United Kingdom,Superior Double Room,1 night ·,Solo traveller,November 2021,21 November 2021,,
3.0,Poor,,too long wait for room service so was not able to eat,United Kingdom,Superior Double Room,1 night ·,Solo traveller,November 2021,18 November 2021,,
10,Just what we wanted,"Excellent rooms with comfy beds in a quiet location. Food was delicious in the restaurant, hardly anyone was using it, so glad we did.","Shower leaked in the corner, needs a bit of updating but not an issue for us.",United Kingdom,Deluxe Twin Room,2 nights ·,Group,November 2021,15 November 2021,,
5.0,way too expensive for the quality,location is great. close to the tube,"shower heads was probably not cleaned for the past years… if you have a rain shower, then make sure it’s clean. also - looks like stepping into the 80/90s with the furniture… so not worth the ⭐️⭐️⭐️⭐️",Spain,Superior Double Room,4 nights ·,Solo traveller,November 2021,14 November 2021,,
